Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
79,"PO Chapuis, M Laroche, S Volz…","Radiative heat transfer between metallic nanoparticles",2008,"Applied Physics Letters","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.2931062","https://scholar.google.com/scholar?cites=17390617082774643715&as_sdt=5,33&sciodt=0,33&hl=en&num=20",74,"2018-12-02","","","","",,,,,79,7.90,20,4,10
84,"B Song, A Fiorino, E Meyhofer, P Reddy","Near-field radiative thermal transport: From theory to experiment",2015,"AIP advances","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4919048","https://scholar.google.com/scholar?cites=14998173458972925325&as_sdt=5,33&sciodt=0,33&hl=en&num=20",75,"2018-12-02","","","","",,,,,84,28.00,21,4,3
79,"AW Rodriguez, MTH Reid, SG Johnson","Fluctuating-surface-current formulation of radiative heat transfer for arbitrary geometries",2012,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.86.220302","https://scholar.google.com/scholar?cites=5648376882429420079&as_sdt=5,33&sciodt=0,33&hl=en&num=20",76,"2018-12-02","","","","",,,,,79,13.17,26,3,6
79,"IS Nefedov, CR Simovski","Giant radiation heat transfer through micron gaps",2011,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.84.195459","https://scholar.google.com/scholar?cites=2243873680568105064&as_sdt=5,33&sciodt=0,33&hl=en&num=20",77,"2018-12-02","","","","",,,,,79,11.29,40,2,7
80,"R St-Gelais, B Guha, L Zhu, S Fan, M Lipson","Demonstration of strong near-field radiative heat transfer between integrated nanostructures",2014,"Nano letters","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/nl503236k","https://scholar.google.com/scholar?cites=5137417285785378814&as_sdt=5,33&sciodt=0,33&hl=en&num=20",78,"2018-12-02","","","","",,,,,80,20.00,16,5,4
83,"S Gomès, A Assy, PO Chapuis","Scanning thermal microscopy: A review",2015,"physica status solidi (a)","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/pssa.201400360","https://scholar.google.com/scholar?cites=1389304835888948139&as_sdt=5,33&sciodt=0,33&hl=en&num=20",79,"2018-12-02","","","","",,,,,83,27.67,28,3,3
81,"VB Svetovoy, PJ Van Zwol, J Chevrier","Plasmon enhanced near-field radiative heat transfer for graphene covered dielectrics",2012,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.85.155418","https://scholar.google.com/scholar?cites=3491042208342294150&as_sdt=5,33&sciodt=0,33&hl=en&num=20",80,"2018-12-02","","","","",,,,,81,13.50,27,3,6
79,"PJ Van Zwol, K Joulain, P Ben-Abdallah, J Chevrier","Phonon polaritons enhance near-field thermal transfer across the phase transition of VO",2011,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.84.161413","https://scholar.google.com/scholar?cites=12117771435272230231&as_sdt=5,33&sciodt=0,33&hl=en&num=20",81,"2018-12-02","","","","",,,,,79,11.29,20,4,7
73,"R Messina, M Antezza","Casimir-Lifshitz force out of thermal equilibrium and heat transfer between arbitrary bodies",2011,"EPL (Europhysics Letters)","iopscience.iop.org","http://iopscience.iop.org/article/10.1209/0295-5075/95/61002/meta","https://scholar.google.com/scholar?cites=34606784774325895&as_sdt=5,33&sciodt=0,33&hl=en&num=20",82,"2018-12-02","","","","",,,,,73,10.43,37,2,7
73,"K Joulain, J Drevillon, P Ben-Abdallah","Noncontact heat transfer between two metamaterials",2010,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.81.165119","https://scholar.google.com/scholar?cites=6203602036500413142&as_sdt=5,33&sciodt=0,33&hl=en&num=20",83,"2018-12-02","","","","",,,,,73,9.13,24,3,8
73,"UF Wischnath, J Welker, M Munzel…","The near-field scanning thermal microscope",2008,"Review of scientific …","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.2955764","https://scholar.google.com/scholar?cites=1747442510096304162&as_sdt=5,33&sciodt=0,33&hl=en&num=20",84,"2018-12-02","","","","",,,,,73,7.30,18,4,10
76,"A Kittel, UF Wischnath, J Welker, O Huth…","Near-field thermal imaging of nanostructured surfaces",2008,"Applied Physics …","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.3025140","https://scholar.google.com/scholar?cites=5894289077903930294&as_sdt=5,33&sciodt=0,33&hl=en&num=20",85,"2018-12-02","","","","",,,,,76,7.60,15,5,10
75,"R Guérout, J Lussange, FSS Rosa…","Enhanced radiative heat transfer between nanostructured gold plates",2012,"Journal of Physics …","iopscience.iop.org","http://iopscience.iop.org/article/10.1088/1742-6596/395/1/012154/meta","https://scholar.google.com/scholar?cites=15860024141043392723&as_sdt=5,33&sciodt=0,33&hl=en&num=20",86,"2018-12-02","","","","",,,,,75,12.50,19,4,6
74,"H Iizuka, S Fan","Rectification of evanescent heat transfer between dielectric-coated and uncoated silicon carbide plates",2012,"Journal of Applied Physics","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4737465","https://scholar.google.com/scholar?cites=8213313755292628986&as_sdt=5,33&sciodt=0,33&hl=en&num=20",87,"2018-12-02","","","","",,,,,74,12.33,37,2,6
71,"C Henkel, K Joulain, JP Mulet, JJ Greffet","Coupled surface polaritons and the Casimir force",2004,"Physical Review A","APS","https://journals.aps.org/pra/abstract/10.1103/PhysRevA.69.023808","https://scholar.google.com/scholar?cites=764975144128031665&as_sdt=5,33&sciodt=0,33&hl=en&num=20",88,"2018-12-02","","","","",,,,,71,5.07,18,4,14
87,"VW Brar, MC Sherrott, MS Jang, S Kim, L Kim…","Electronic modulation of infrared radiation in graphene plasmonic resonators",2015,"Nature …","nature.com","https://www.nature.com/articles/ncomms8032","https://scholar.google.com/scholar?cites=12328551733157056521&as_sdt=5,33&sciodt=0,33&hl=en&num=20",89,"2018-12-02","HTML","","","",,,,,87,29.00,15,6,3
73,"RE Collins, GM Turner, AC Fischer-Cripps…","Vacuum glazing—a new component for insulating windows",1995,"Building and …","Elsevier","https://www.sciencedirect.com/science/article/pii/0360132395000252","https://scholar.google.com/scholar?cites=4218210483056332944&as_sdt=5,33&sciodt=0,33&hl=en&num=20",90,"2018-12-02","","","","",,,,,73,3.17,18,4,23
69,"J Lussange, R Guérout, FSS Rosa, JJ Greffet…","Radiative heat transfer between two dielectric nanogratings in the scattering approach",2012,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.86.085432","https://scholar.google.com/scholar?cites=11349008964869428763&as_sdt=5,33&sciodt=0,33&hl=en&num=20",91,"2018-12-02","","","","",,,,,69,11.50,14,5,6
80,"B Song, D Thompson, A Fiorino, Y Ganjeh…","Radiative heat conductances between dielectric and metallic parallel plates with nanoscale gaps",2016,"Nature …","nature.com","https://www.nature.com/articles/nnano.2016.17","https://scholar.google.com/scholar?cites=5363735385422797886&as_sdt=5,33&sciodt=0,33&hl=en&num=20",92,"2018-12-02","","","","",,,,,80,40.00,16,5,2
67,"W Müller-Hirsch, A Kraft, MT Hirsch…","Heat transfer in ultrahigh vacuum scanning thermal microscopy",1999,"Journal of Vacuum …","avs.scitation.org","https://avs.scitation.org/doi/abs/10.1116/1.581796","https://scholar.google.com/scholar?cites=11557277679222894115&as_sdt=5,33&sciodt=0,33&hl=en&num=20",93,"2018-12-02","","","","",,,,,67,3.53,17,4,19
74,"V Kubytskyi, SA Biehs, P Ben-Abdallah","Radiative bistability and thermal memory",2014,"Physical review letters","APS","https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.113.074301","https://scholar.google.com/scholar?cites=2376139076448409915&as_sdt=5,33&sciodt=0,33&hl=en&num=20",94,"2018-12-02","","","","",,,,,74,18.50,25,3,4
68,"RE Collins, AC Fischer-Cripps, JZ Tang","Transparent evacuated insulation",1992,"Solar Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/0038092X9290106K","https://scholar.google.com/scholar?cites=11749437014481023069&as_sdt=5,33&sciodt=0,33&hl=en&num=20",95,"2018-12-02","","","","",,,,,68,2.62,23,3,26
65,"CJ Fu, WC Tan","Near-field radiative heat transfer between two plane surfaces with one having a dielectric coating",2009,"Journal of Quantitative Spectroscopy and Radiative …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407309000545","https://scholar.google.com/scholar?cites=5056791689785900904&as_sdt=5,33&sciodt=0,33&hl=en&num=20",96,"2018-12-02","HTML","","","",,,,,65,7.22,33,2,9
62,"M Antezza, LP Pitaevskii, S Stringari, VB Svetovoy","Casimir-Lifshitz force out of thermal equilibrium and asymptotic nonadditivity",2006,"Physical review letters","APS","https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.97.223203","https://scholar.google.com/scholar?cites=2248575868591294578&as_sdt=5,33&sciodt=0,33&hl=en&num=20",97,"2018-12-02","","","","",,,,,62,5.17,16,4,12
62,"S Basu, ZM Zhang","Maximum energy transfer in near-field thermal radiation at nanometer distances",2009,"Journal of Applied Physics","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.3125453","https://scholar.google.com/scholar?cites=6072703322734734557&as_sdt=5,33&sciodt=0,33&hl=en&num=20",98,"2018-12-02","","","","",,,,,62,6.89,31,2,9
66,"S Basu, BJ Lee, ZM Zhang","Near-field radiation calculated with an improved dielectric function model for doped silicon",2010,"Journal of …","… .asmedigitalcollection.asme.org","http://fluidsengineering.asmedigitalcollection.asme.org/article.aspx?articleid=1449809","https://scholar.google.com/scholar?cites=1432220881092642233&as_sdt=5,33&sciodt=0,33&hl=en&num=20",99,"2018-12-02","","","","",,,,,66,8.25,22,3,8
65,"Z Yu, NP Sergeant, T Skauli, G Zhang, H Wang…","Enhancing far-field thermal emission with thermal extraction",2013,"Nature …","nature.com","https://www.nature.com/articles/ncomms2765","https://scholar.google.com/scholar?cites=11744454876230569405&as_sdt=5,33&sciodt=0,33&hl=en&num=20",100,"2018-12-02","HTML","","","",,,,,65,13.00,11,6,5
65,"AW Rodriguez, MTH Reid, SG Johnson","Fluctuating-surface-current formulation of radiative heat transfer: theory and applications",2013,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.88.054305","https://scholar.google.com/scholar?cites=15659013680626970406&as_sdt=5,33&sciodt=0,33&hl=en&num=20",101,"2018-12-02","","","","",,,,,65,13.00,22,3,5
61,"C Henkel, K Joulain","Electromagnetic field correlations near a surface with a nonlocal optical response",2006,"Applied Physics B","Springer","https://link.springer.com/article/10.1007/s00340-006-2219-9","https://scholar.google.com/scholar?cites=12640719888700574224&as_sdt=5,33&sciodt=0,33&hl=en&num=20",102,"2018-12-02","","","","",,,,,61,5.08,31,2,12
59,"PO Chapuis, M Laroche, S Volz, JJ Greffet","Near-field induction heating of metallic nanoparticles due to infrared magnetic dipole contribution",2008,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.77.125402","https://scholar.google.com/scholar?cites=1254460396081194165&as_sdt=5,33&sciodt=0,33&hl=en&num=20",103,"2018-12-02","","","","",,,,,59,5.90,15,4,10
59,"PJ Van Zwol, K Joulain, PB Abdallah, JJ Greffet…","Fast nanoscale heat-flux modulation with phase-change materials",2011,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.83.201404","https://scholar.google.com/scholar?cites=9963409495836878098&as_sdt=5,33&sciodt=0,33&hl=en&num=20",104,"2018-12-02","","","","",,,,,59,8.43,12,5,7
61,"AI Volokitin, BNJ Persson","Near-field radiative heat transfer between closely spaced graphene and amorphous SiO",2011,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.83.241407","https://scholar.google.com/scholar?cites=14583519548655896432&as_sdt=5,33&sciodt=0,33&hl=en&num=20",105,"2018-12-02","","","","",,,,,61,8.71,31,2,7
58,"SA Biehs, D Reddig, M Holthaus","Thermal radiation and near-field energy density of thin metallic films",2007,"The European Physical Journal B","Springer","https://link.springer.com/article/10.1140/epjb/e2007-00053-3","https://scholar.google.com/scholar?cites=16938564870507003716&as_sdt=5,33&sciodt=0,33&hl=en&num=20",106,"2018-12-02","","","","",,,,,58,5.27,19,3,11
57,"W Eckhardt","Macroscopic theory of electromagnetic fluctuations and stationary radiative heat transfer",1984,"Physical Review A","APS","https://journals.aps.org/pra/abstract/10.1103/PhysRevA.29.1991","https://scholar.google.com/scholar?cites=6249378607424437415&as_sdt=5,33&sciodt=0,33&hl=en&num=20",107,"2018-12-02","","","","",,,,,57,1.68,57,1,34
56,"EA Vinogradov, IA Dorofeev","Thermally stimulated electromagnetic fields of solids",2009,"Physics-Uspekhi","iopscience.iop.org","http://iopscience.iop.org/article/10.3367/UFNe.0179.200905a.0449/meta","https://scholar.google.com/scholar?cites=1167330847557941807&as_sdt=5,33&sciodt=0,33&hl=en&num=20",108,"2018-12-02","","","","",,,,,56,6.22,28,2,9
58,"S Edalatpour, M Francoeur","The Thermal Discrete Dipole Approximation (T-DDA) for near-field radiative heat transfer simulations in three-dimensional arbitrary geometries",2014,"Journal of Quantitative Spectroscopy and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407313003543","https://scholar.google.com/scholar?cites=14834253763489774390&as_sdt=5,33&sciodt=0,33&hl=en&num=20",109,"2018-12-02","HTML","","","",,,,,58,14.50,29,2,4
55,"K Sasihithlu, A Narayanaswamy","Proximity effects in radiative heat transfer",2011,"Physical review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.83.161406","https://scholar.google.com/scholar?cites=12620807378074581432&as_sdt=5,33&sciodt=0,33&hl=en&num=20",110,"2018-12-02","","","","",,,,,55,7.86,28,2,7
53,"AP McCauley, MTH Reid, M Krüger, SG Johnson","Modeling near-field radiative heat transfer from sharp objects using a general three-dimensional numerical scattering technique",2012,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.85.165104","https://scholar.google.com/scholar?cites=9832104696183785157&as_sdt=5,33&sciodt=0,33&hl=en&num=20",111,"2018-12-02","","","","",,,,,53,8.83,13,4,6
55,"L Worbes, D Hellmann, A Kittel","Enhanced near-field heat flow of a monolayer dielectric island",2013,"Physical review letters","APS","https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.110.134302","https://scholar.google.com/scholar?cites=12127624750162983539&as_sdt=5,33&sciodt=0,33&hl=en&num=20",112,"2018-12-02","","","","",,,,,55,11.00,18,3,5
49,"CR Otey, L Zhu, S Sandhu, S Fan","Fluctuational electrodynamics calculations of near-field heat transfer in non-planar geometries: A brief overview",2014,"Journal of Quantitative Spectroscopy …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407313001659","https://scholar.google.com/scholar?cites=18169588094644595366&as_sdt=5,33&sciodt=0,33&hl=en&num=20",113,"2018-12-02","HTML","","","",,,,,49,12.25,12,4,4
54,"R Messina, M Tschikin, SA Biehs, P Ben-Abdallah","Fluctuation-electrodynamic theory and dynamics of heat transfer in systems of multiple dipoles",2013,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.88.104307","https://scholar.google.com/scholar?cites=5677822001181202272&as_sdt=5,33&sciodt=0,33&hl=en&num=20",114,"2018-12-02","","","","",,,,,54,10.80,14,4,5
54,"SV Boriskina, MA Green, K Catchpole…","Roadmap on optical energy conversion",2016,"Journal of …","iopscience.iop.org","http://iopscience.iop.org/article/10.1088/2040-8978/18/7/073004/meta","https://scholar.google.com/scholar?cites=14176326931761119670&as_sdt=5,33&sciodt=0,33&hl=en&num=20",115,"2018-12-02","","","","",,,,,54,27.00,14,4,2
49,"AC Jones, BT O'Callahan, HU Yang…","The thermal near-field: coherence, spectroscopy, heat-transfer, and optical forces",2013,"Progress in Surface …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0079681613000270","https://scholar.google.com/scholar?cites=18014672769644003894&as_sdt=5,33&sciodt=0,33&hl=en&num=20",116,"2018-12-02","HTML","","","",,,,,49,9.80,12,4,5
49,"IA Dorofeyev, EA Vinogradov","Fluctuating electromagnetic fields of solids",2011,"Physics Reports","Elsevier","https://www.sciencedirect.com/science/article/pii/S0370157311000731","https://scholar.google.com/scholar?cites=1185623882470658580&as_sdt=5,33&sciodt=0,33&hl=en&num=20",117,"2018-12-02","HTML","","","",,,,,49,7.00,25,2,7
51,"PJ Van Zwol, S Thiele, C Berger, WA De Heer…","Nanoscale radiative heat flow due to surface plasmons in graphene and doped silicon",2012,"Physical review …","APS","https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.109.264301","https://scholar.google.com/scholar?cites=5794579489585384647&as_sdt=5,33&sciodt=0,33&hl=en&num=20",118,"2018-12-02","","","","",,,,,51,8.50,10,5,6
48,"GV Dedkov, AA Kyasov","Fluctuation electromagnetic slowing down and heating of a small neutral particle moving in the field of equilibrium background radiation",2005,"Physics Letters A","Elsevier","https://www.sciencedirect.com/science/article/pii/S0375960105004032","https://scholar.google.com/scholar?cites=14728789173833464784&as_sdt=5,33&sciodt=0,33&hl=en&num=20",119,"2018-12-02","HTML","","","",,,,,48,3.69,24,2,13
48,"GV Dedkov, AA Kyasov","Nonrelativistic theory of electromagnetic forces on particles and nanoprobes moving near a surface",2011,"arXiv preprint arXiv:1103.5191","arxiv.org","https://arxiv.org/abs/1103.5191","https://scholar.google.com/scholar?cites=792991904813721456&as_sdt=5,33&sciodt=0,33&hl=en&num=20",120,"2018-12-02","","","","",,,,,48,6.86,24,2,7
48,"J Tominaga, DP Tsai","Optical nanotechnologies: The manipulation of surface and local plasmons",2003,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=FKTxCAAAQBAJ&oi=fnd&pg=PR3&ots=WCRu-hDgpW&sig=MTTTDbFftlDYwB8smo045WEo9hY","https://scholar.google.com/scholar?cites=13212564341214352868&as_sdt=5,33&sciodt=0,33&hl=en&num=20",121,"2018-12-02","BOOK","","","",,,,,48,3.20,24,2,15
